                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.3914,                0.69354,                0.98454,                0.84498,                0.58429,                0.66419,                0.36346,                 1.3509,                0.60409,                0.99771,               0.007393,               0.007393,               0.007393
                     82,                 1.3974,                0.69526,                0.98306,                0.84553,                0.58387,                0.66385,                0.36342,                 1.3508,                0.60388,                0.99753,                0.00736,                0.00736,                0.00736
                     83,                 1.3993,                0.69876,                0.98037,                0.84722,                0.58341,                0.66407,                0.36346,                 1.3505,                0.60347,                0.99732,               0.007327,               0.007327,               0.007327
                     84,                 1.3871,                0.69113,                0.98129,                0.84614,                 0.5846,                0.66431,                 0.3637,                 1.3505,                0.60315,                0.99728,               0.007294,               0.007294,               0.007294
                     85,                 1.3974,                0.69891,                0.98342,                0.84651,                0.58406,                0.66457,                0.36387,                 1.3506,                0.60292,                0.99731,               0.007261,               0.007261,               0.007261
                     86,                 1.3884,                0.69084,                0.98003,                0.84628,                  0.584,                 0.6647,                0.36381,                 1.3506,                0.60263,                0.99723,               0.007228,               0.007228,               0.007228
                     87,                 1.3933,                0.69166,                0.98209,                0.84655,                0.58445,                0.66506,                0.36395,                 1.3506,                0.60248,                0.99725,               0.007195,               0.007195,               0.007195
                     88,                 1.3935,                0.69245,                0.98105,                0.84724,                0.58399,                0.66509,                0.36407,                 1.3506,                0.60219,                0.99716,               0.007162,               0.007162,               0.007162
                     89,                 1.3945,                0.69611,                0.98221,                0.84598,                0.58452,                0.66537,                 0.3643,                 1.3502,                 0.6019,                0.99713,               0.007129,               0.007129,               0.007129
                     90,                 1.3918,                0.69292,                0.98096,                 0.8461,                0.58485,                0.66554,                0.36441,                 1.3503,                0.60143,                0.99715,               0.007096,               0.007096,               0.007096
                     91,                 1.4007,                0.69569,                0.97834,                 0.8454,                0.58563,                0.66588,                0.36456,                 1.3503,                0.60117,                0.99715,               0.007063,               0.007063,               0.007063
                     92,                 1.3776,                0.68834,                0.98061,                0.84551,                0.58594,                0.66635,                0.36478,                 1.3501,                0.60099,                 0.9971,                0.00703,                0.00703,                0.00703
                     93,                  1.384,                0.68634,                0.97775,                0.84583,                0.58601,                0.66631,                0.36479,                 1.3501,                0.60087,                0.99703,               0.006997,               0.006997,               0.006997
                     94,                 1.3827,                0.68925,                0.97739,                 0.8467,                0.58533,                0.66618,                0.36483,                 1.3499,                0.60063,                0.99698,               0.006964,               0.006964,               0.006964
                     95,                 1.3912,                0.69329,                0.97739,                0.84563,                0.58611,                0.66625,                 0.3649,                 1.3499,                0.60052,                0.99681,               0.006931,               0.006931,               0.006931
                     96,                 1.3747,                0.68384,                0.97891,                0.84615,                0.58621,                0.66618,                0.36498,                   1.35,                0.60019,                0.99683,               0.006898,               0.006898,               0.006898
                     97,                 1.3804,                0.68785,                0.97665,                0.84609,                0.58675,                0.66639,                 0.3651,                 1.3498,                0.60013,                0.99668,               0.006865,               0.006865,               0.006865
                     98,                  1.376,                0.68142,                0.97501,                0.84575,                 0.5869,                0.66633,                 0.3652,                 1.3497,                0.59976,                0.99662,               0.006832,               0.006832,               0.006832
                     99,                 1.3708,                0.68149,                0.97718,                 0.8459,                0.58659,                 0.6664,                0.36516,                 1.3497,                0.59979,                0.99657,               0.006799,               0.006799,               0.006799
                    100,                 1.3806,                  0.682,                0.97861,                0.84571,                0.58657,                0.66643,                0.36501,                 1.3498,                0.59954,                0.99656,               0.006766,               0.006766,               0.006766
