                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 1.3202,                0.63268,                 1.0132,                0.86657,                0.66491,                0.74576,                0.42418,                  1.268,                0.52064,                 1.0422,              0.0037334,              0.0037334,              0.0037334
                     97,                  1.316,                0.63269,                  1.016,                0.86792,                0.66397,                 0.7456,                0.42381,                  1.268,                0.52073,                 1.0422,              0.0036667,              0.0036667,              0.0036667
                     98,                  1.316,                0.63308,                 1.0165,                0.86832,                0.66436,                0.74609,                0.42408,                 1.2682,                0.52096,                 1.0422,              0.0036001,              0.0036001,              0.0036001
                     99,                 1.3129,                0.63032,                 1.0141,                0.86713,                0.66431,                0.74563,                0.42396,                 1.2683,                0.52093,                 1.0422,              0.0035334,              0.0035334,              0.0035334
                    100,                 1.3163,                0.63006,                 1.0116,                0.86588,                  0.666,                0.74553,                0.42379,                 1.2682,                0.52103,                 1.0421,              0.0034667,              0.0034667,              0.0034667
                    101,                 1.3083,                 0.6233,                 1.0108,                 0.8663,                0.66562,                0.74557,                0.42378,                 1.2682,                0.52124,                  1.042,              0.0034001,              0.0034001,              0.0034001
                    102,                 1.3055,                0.62288,                 1.0104,                0.86577,                0.66577,                0.74549,                0.42391,                 1.2678,                0.52156,                 1.0419,              0.0033334,              0.0033334,              0.0033334
                    103,                 1.3031,                0.61852,                 1.0143,                0.86565,                0.66644,                0.74584,                0.42405,                 1.2677,                0.52174,                 1.0419,              0.0032667,              0.0032667,              0.0032667
                    104,                 1.3028,                0.61589,                 1.0129,                0.86544,                0.66593,                0.74531,                0.42386,                  1.268,                0.52195,                  1.042,              0.0032001,              0.0032001,              0.0032001
                    105,                 1.2914,                  0.611,                 1.0098,                0.86535,                0.66557,                 0.7451,                0.42399,                 1.2678,                0.52237,                  1.042,              0.0031334,              0.0031334,              0.0031334
                    106,                 1.2936,                0.61517,                 1.0094,                0.86517,                0.66584,                0.74532,                0.42394,                 1.2679,                0.52238,                 1.0419,              0.0030667,              0.0030667,              0.0030667
                    107,                 1.2933,                0.61259,                 1.0108,                0.86416,                0.66657,                0.74547,                0.42399,                 1.2676,                0.52253,                 1.0419,              0.0030001,              0.0030001,              0.0030001
                    108,                 1.2862,                0.60894,                 1.0078,                0.86389,                0.66674,                0.74553,                0.42404,                 1.2674,                0.52233,                 1.0418,              0.0029334,              0.0029334,              0.0029334
                    109,                 1.2879,                0.60638,                 1.0032,                0.86351,                0.66665,                0.74539,                0.42404,                 1.2672,                0.52244,                 1.0417,              0.0028667,              0.0028667,              0.0028667
                    110,                 1.2934,                0.60644,                 1.0046,                0.86356,                0.66597,                0.74506,                0.42411,                  1.267,                0.52236,                 1.0415,              0.0028001,              0.0028001,              0.0028001
                    111,                 1.2922,                0.60736,                 1.0034,                0.86349,                0.66607,                0.74511,                0.42422,                 1.2669,                0.52246,                 1.0415,              0.0027334,              0.0027334,              0.0027334
                    112,                 1.2747,                0.59867,                 1.0013,                0.86349,                0.66607,                 0.7452,                0.42431,                 1.2669,                0.52236,                 1.0415,              0.0026667,              0.0026667,              0.0026667
                    113,                 1.2791,                0.60201,                0.99901,                0.86263,                0.66659,                0.74532,                0.42442,                 1.2666,                0.52229,                 1.0415,              0.0026001,              0.0026001,              0.0026001
                    114,                 1.2694,                0.59712,                 0.9982,                0.86347,                0.66655,                0.74539,                0.42466,                 1.2667,                0.52226,                 1.0415,              0.0025334,              0.0025334,              0.0025334
                    115,                 1.2741,                0.59601,                 1.0001,                0.86249,                0.66708,                0.74551,                0.42471,                 1.2666,                0.52216,                 1.0413,              0.0024667,              0.0024667,              0.0024667
                    116,                 1.2729,                0.59521,                0.99819,                0.86264,                0.66763,                0.74579,                0.42475,                 1.2664,                0.52209,                 1.0413,              0.0024001,              0.0024001,              0.0024001
                    117,                 1.2601,                0.58903,                0.99508,                0.86339,                0.66708,                0.74586,                0.42496,                 1.2664,                0.52191,                 1.0413,              0.0023334,              0.0023334,              0.0023334
                    118,                 1.2656,                0.58828,                0.99358,                0.86331,                0.66727,                0.74604,                0.42477,                 1.2664,                0.52168,                 1.0413,              0.0022667,              0.0022667,              0.0022667
                    119,                 1.2678,                0.58961,                0.99328,                0.86393,                 0.6671,                0.74614,                 0.4248,                 1.2664,                0.52156,                 1.0413,              0.0022001,              0.0022001,              0.0022001
                    120,                 1.2533,                 0.5822,                0.99411,                0.86391,                  0.667,                 0.7462,                0.42493,                 1.2663,                0.52123,                 1.0412,              0.0021334,              0.0021334,              0.0021334
                    121,                 1.1851,                0.53809,                0.97246,                0.86368,                0.66736,                0.74612,                0.42506,                 1.2664,                0.52093,                 1.0413,              0.0020667,              0.0020667,              0.0020667
                    122,                 1.2004,                0.54374,                0.97837,                0.86495,                0.66635,                0.74649,                0.42517,                 1.2666,                 0.5207,                 1.0413,              0.0020001,              0.0020001,              0.0020001
                    123,                 1.2122,                0.55187,                0.97419,                0.86386,                 0.6669,                0.74681,                0.42539,                 1.2666,                0.52038,                 1.0413,              0.0019334,              0.0019334,              0.0019334
                    124,                 1.2106,                  0.552,                 0.9769,                0.86514,                0.66615,                0.74678,                0.42544,                 1.2667,                0.52011,                 1.0414,              0.0018667,              0.0018667,              0.0018667
                    125,                 1.2169,                0.55291,                0.97996,                0.86531,                0.66615,                0.74705,                0.42559,                 1.2668,                0.51981,                 1.0414,              0.0018001,              0.0018001,              0.0018001
                    126,                 1.2147,                0.55406,                0.98062,                0.86502,                0.66675,                0.74699,                0.42567,                 1.2668,                0.51935,                 1.0415,              0.0017334,              0.0017334,              0.0017334
                    127,                 1.1628,                0.52365,                0.96595,                0.86511,                0.66713,                0.74742,                0.42584,                 1.2669,                0.51915,                 1.0416,              0.0016667,              0.0016667,              0.0016667
                    128,                 1.2384,                0.58029,                 0.9907,                0.86619,                0.66612,                0.74742,                0.42582,                 1.2671,                0.51904,                 1.0417,              0.0037001,              0.0037001,              0.0037001
                    129,                 1.2788,                 0.6088,                0.99718,                0.86593,                0.66642,                0.74748,                0.42585,                 1.2672,                0.51906,                 1.0416,              0.0036501,              0.0036501,              0.0036501
                    130,                 1.2875,                 0.6144,                 1.0056,                0.86591,                0.66627,                0.74731,                0.42587,                 1.2671,                0.51906,                 1.0416,              0.0036001,              0.0036001,              0.0036001
                    131,                 1.2967,                 0.6191,                 1.0073,                0.86558,                0.66621,                 0.7471,                 0.4256,                 1.2673,                0.51938,                 1.0416,              0.0035501,              0.0035501,              0.0035501
                    132,                 1.2985,                0.62103,                 1.0115,                0.86601,                0.66625,                 0.7471,                0.42559,                 1.2674,                0.51932,                 1.0417,              0.0035001,              0.0035001,              0.0035001
